Date,Open,High,Low,Close,Volume
2021-09-23,761.8087411557364,819.6245831184484,753.4035572146096,805.6807861328125,15131123.0
2021-09-24,811.3165152085601,829.0985166547366,794.6033542272615,804.271728515625,4833080.0
2021-09-27,806.6037784629139,810.7821132832375,783.2831047459372,798.3930053710938,2415356.0
2021-09-28,796.7896179935136,821.907901130417,791.1052279784033,803.5429077148438,2897964.0
2021-09-29,795.8180294961063,811.6566426416631,793.9232128024641,803.7373657226562,1606839.0
2021-09-30,802.6198550638576,841.4390717798465,802.6198550638576,828.9527587890625,7981474.0
2021-10-01,830.799077971625,844.8400800982687,816.3208013108557,840.6618041992188,3601848.0
2021-10-04,844.3541209400928,847.9007710085269,834.2970452163638,842.2649536132812,2235401.0
2021-10-05,840.5159371385257,861.55315165813,838.5725476884945,857.3748168945312,3159781.0
2021-10-06,864.5653421797106,864.5653421797106,835.6574254279866,848.9210815429688,2535979.0
2021-10-07,854.0225415033003,890.0238202138247,853.1479925032304,877.1488647460938,3629362.0
2021-10-08,881.8129094014903,899.303413389619,875.4968940724438,888.468994140625,2406100.0
2021-10-11,884.242230264703,892.5987814650671,867.7234193696481,870.4441528320312,1477775.0
2021-10-12,874.5252173758374,892.4529961935494,866.9945835595455,880.2582397460938,2944902.0
2021-10-13,887.1572849557349,893.7647972319039,872.1445895755347,875.4969482421875,2176597.0
2021-10-14,880.0640151441922,884.1451452720006,860.2899898646195,863.447998046875,1085377.0
2021-10-18,877.7319161157632,877.7319161157632,855.0914387468166,858.4923706054688,1839400.0
2021-10-19,859.0753441805776,863.7395266406802,828.4183852725372,833.033935546875,3110777.0
2021-10-20,834.6857359008278,838.5725146477466,812.6768275233849,815.3004150390625,3355223.0
2021-10-21,823.025469296863,826.6693246804086,805.3891855174847,813.2599487304688,2284108.0
2021-10-22,817.0981278052644,828.1754122190013,802.6684253809004,810.2962646484375,1742596.0
2021-10-25,813.5514465509523,813.5514465509523,788.2388096424968,802.911376953125,1361068.0
2021-10-26,807.6726197709231,821.0334214537365,803.3485666375236,810.8306274414062,1489536.0
2021-10-27,815.2518793421615,872.2417990406454,811.0736038601995,857.9093017578125,4033672.0
2021-10-28,893.9590396004688,918.008481154938,851.9818206620707,867.2860107421875,16133086.0
2021-10-29,873.4564112083569,936.1307209122224,856.548899286159,920.5349731445312,9686157.0
2021-11-01,937.6368681195742,963.7268486356676,916.551080020126,946.0419921875,6129953.0
2021-11-02,945.9448366819058,960.374479959122,938.1712787019826,947.5481567382812,2146825.0
2021-11-03,952.2607902051418,966.0588665777848,931.709423918006,934.867431640625,3200769.0
2021-11-04,947.4023138963894,952.2607873009864,942.5438404917924,948.568359375,481222.0
2021-11-08,954.5929248036628,983.3550650382888,940.2117953788104,970.7716064453124,3214798.0
2021-11-09,970.7230616522525,991.080078660522,965.038671050278,976.0673828125,2937600.0
2021-11-10,973.638107747899,976.8446884568184,939.6287926070042,943.0297241210938,1852255.0
2021-11-11,945.847689900195,947.4023777714704,917.0369169454616,923.9845581054688,1898483.0
2021-11-12,926.9967806596612,938.6571175233046,923.1100017051132,931.466552734375,1530182.0
2021-11-15,931.8552390989272,935.2561706284852,908.9232673654938,910.4293823242188,1693756.0
2021-11-16,909.9921341857108,922.9156625107164,904.259111432587,908.7289428710938,1519795.0
2021-11-17,906.1053719551618,917.9600599966734,899.7893559576191,902.0728149414062,1289262.0
2021-11-18,906.5912104597428,924.0817161277764,874.8167799679736,894.0077514648438,3476119.0
2021-11-22,921.16660895656,921.16660895656,879.4323082188026,893.9105834960938,3460459.0
2021-11-23,890.509658294279,911.1581715647208,884.2422153459779,904.5506591796876,1469479.0
2021-11-24,904.6477792375474,930.9806822785896,904.4048555589122,911.6925659179688,2847579.0
2021-11-25,917.2797725723864,920.1462837231824,902.4128559165656,915.6764526367188,1341040.0
2021-11-26,903.6760680928234,911.2552748669332,856.3545244935518,860.6300048828125,3412104.0
2021-11-29,857.0348134227702,874.5253198191532,837.600917426789,864.905517578125,2598008.0
2021-11-30,863.4479254591251,879.1893921673029,851.6904427843201,857.9578857421875,3194347.0
2021-12-01,864.8082338280925,872.5817909860978,844.5484242080548,849.3096923828125,1543968.0
2021-12-02,853.0021928817771,864.7111617951298,843.285245605992,862.8163452148438,878830.0
2021-12-03,871.4158829023344,880.3554869045962,865.2942175370231,869.8126220703125,1865863.0
2021-12-06,872.5818752828886,876.2743034281456,850.3300420454203,853.5366821289062,1370051.0
2021-12-07,858.0063713849705,879.0921570392903,855.7229126926336,870.7841796875,1137208.0
2021-12-08,873.5535624125766,892.9874570157485,873.5535624125766,890.2667236328125,1661995.0
2021-12-09,893.910615773836,905.619525894113,886.18563048866,903.6275634765624,1651425.0
2021-12-10,903.3845501120416,908.1944506089584,895.4652147973934,899.1090698242188,1353888.0
2021-12-13,905.1336811057988,910.5751481119204,891.5299542829526,894.833740234375,901611.0
2021-12-14,888.3719502684559,912.3242502552054,884.242247464364,900.0322875976562,1280644.0
2021-12-15,903.238810089144,903.238810089144,889.9752128194622,895.9025268554688,455752.0
2021-12-16,899.8379100132291,906.2511309380412,892.0157791490836,896.291259765625,813792.0
2021-12-17,895.9997265085094,899.7407869692862,853.3423615560388,857.8121337890625,1945227.0
2021-12-20,848.289460369277,848.289460369277,824.4829405765539,838.32958984375,1479264.0
2021-12-21,838.864008590987,876.8086741286108,838.864008590987,863.6907958984375,1687523.0
2021-12-22,863.6909129800639,880.3069299086001,863.6909129800639,878.169189453125,802240.0
2021-12-23,882.2988625177658,883.8535504467623,872.4847689374465,878.557861328125,878774.0
2021-12-24,883.3191414200253,883.3191414200253,859.2211223686227,861.2616577148438,594280.0
2021-12-27,853.2451487970926,863.9824233884935,846.8805599525234,859.0753173828125,762754.0
2021-12-28,862.6706228511814,877.44039552327,861.7961331245547,874.1852416992188,762782.0
2021-12-29,870.7355538133659,877.2459198423695,862.5247814511331,866.4115600585938,495351.0
2021-12-30,864.8083945253263,868.209326413909,855.1885920317454,863.447998046875,1067763.0
2021-12-31,863.8365316457348,879.4322186963923,863.8365316457348,872.82470703125,1288352.0
2022-01-03,867.0432822004058,885.165414445507,867.0432822004058,875.1083374023438,701976.0
2022-01-04,879.4808780485624,890.0723743484319,868.1120971322836,884.582275390625,851040.0
2022-01-05,892.0157741123651,892.2586977981256,869.7639407736918,873.7479248046875,1264377.0
2022-01-06,869.6667568345558,873.7478864376334,859.1238930585153,871.5130004882812,1042611.0
2022-01-07,873.4564018313625,877.2459756301107,858.5408523921691,860.4356689453125,630249.0
2022-01-10,860.8729079980866,874.4766334294452,859.9012133244181,871.415771484375,667948.0
2022-01-11,873.0676766228156,874.1365170559334,852.1762408438613,856.4517211914062,934861.0
2022-01-12,861.6988967188789,890.1209682975622,856.3060026910986,888.8092041015625,1883589.0
2022-01-13,890.1208945632114,923.692933699984,884.4365044413653,915.6764526367188,4088111.0
2022-01-14,913.1986408142624,930.8834957048174,905.7165799789276,917.47412109375,1892243.0
2022-01-17,919.2231481579996,930.8834840754372,911.0123164212968,919.757568359375,1597608.0
2022-01-18,920.1949129852388,929.4260129571076,887.5945665250416,891.5784912109375,1587776.0
2022-01-19,895.3195832389202,907.805837288618,881.0842311602404,897.40869140625,1132268.0
2022-01-20,903.6761250543262,904.5020418757142,876.6630226400171,884.6795043945312,2049119.0
2022-01-21,884.2421768884775,895.1251693886126,864.9540608189253,873.8450317382812,1141509.0
2022-01-24,870.638515307562,873.845096192164,822.6854020546546,831.1390991210938,1910110.0
2022-01-25,825.9405305032424,857.4234638595586,807.9641777805248,850.184326171875,2057540.0
2022-01-27,850.0385916981435,850.0385916981435,799.996309938516,818.26416015625,3179684.0
2022-01-28,827.8839159104825,850.6215964789274,821.8108238043317,830.7504272460938,2246342.0
2022-01-31,840.515946420377,856.1602079428732,832.3051140418144,841.8763427734375,1556154.0
2022-02-01,845.4715787940837,861.0673269876161,838.1838681644109,855.9172973632812,1326673.0
2022-02-02,862.864955388705,873.0677504693147,859.9498710799593,861.9418334960938,759682.0
2022-02-03,866.557349970391,871.4643965045448,856.0630587283057,862.5734252929688,969604.0
2022-02-04,861.0186435668173,868.597909616685,851.54462031202,860.0955810546875,548582.0
2022-02-07,860.0955931120491,862.9620450499621,827.9810356187863,831.6735229492188,1952437.0
2022-02-08,831.7707042044642,841.4390788076013,819.3815961687084,823.8027954101562,1534006.0
2022-02-09,824.240101195092,841.4391107473206,824.240101195092,830.4103393554688,1010236.0
2022-02-10,834.3942828118339,840.4673749201833,819.721656693538,836.96923828125,820059.0
2022-02-11,837.6008018789257,837.6008018789257,816.8551444881174,820.4017944335938,1515571.0
2022-02-14,806.5066179185601,811.1707407148946,785.1779069446277,790.57080078125,1479218.0
2022-02-15,796.7897207239452,829.8273432905477,793.194438171365,827.5438842773438,2366674.0
2022-02-16,828.8555785737763,839.3498694656062,822.6367087747094,825.6975708007812,1116311.0
2022-02-17,832.4508157916215,837.552212687423,822.6852964525942,827.0579223632812,977599.0
2022-02-18,822.2481406095816,825.2603707262227,810.3934523468362,812.2882690429688,1443436.0
2022-02-21,812.2882608673452,820.4990935962493,800.4821456012683,815.1061401367188,1174568.0
2022-02-22,802.6683512875491,817.7781911867925,798.8301455704175,815.1546630859375,1813004.0
2022-02-23,821.8594309367528,844.4027616359531,816.3693910284785,832.450927734375,1847750.0
2022-02-24,816.3207826782048,834.8801890546172,805.9236957015606,820.6448364257812,5468778.0
2022-02-25,829.0984277994074,872.5817616921979,829.0984277994074,855.1398315429688,3874313.0
2022-02-28,855.091329663754,868.69505536295,841.147534545093,860.0955810546875,2748107.0
2022-03-02,855.1399121671278,867.7233704421014,845.3743922560227,858.5894165039062,2254261.0
2022-03-03,865.7799994319397,868.3063819923393,846.8319523063249,851.933349609375,3579885.0
2022-03-04,845.3258853505133,850.9131303330546,799.5104527706578,802.425537109375,2153794.0
2022-03-07,787.0727948588709,791.5425672548048,743.540879301025,753.0634765625,2749718.0
2022-03-08,750.1483261856221,769.0478004102263,744.41530359668,766.7642822265625,2322268.0
2022-03-09,768.5133862246462,798.7330686260464,760.6426233215445,793.9717407226562,1993280.0
2022-03-10,805.5349046765022,836.337638465929,801.793903812057,822.588134765625,2544833.0
2022-03-11,815.2518450981643,831.7706548319768,814.5716469534998,827.7380981445312,1025573.0
2022-03-14,830.798989011102,838.5239739283271,823.9971259431749,830.7018432617188,1081248.0
2022-03-15,830.6046116626969,841.3904583388417,826.9121836910365,833.9569702148438,1356249.0
2022-03-16,842.4593789379765,864.2739387316161,841.4876841525809,852.4192504882812,1966583.0
2022-03-17,864.0795130024366,895.9025144652759,860.6785815483927,893.5218505859375,3898848.0
2022-03-21,896.4368850786823,908.4373495583428,876.4685719365352,879.3350830078125,2156745.0
2022-03-22,878.8979327193598,892.2101631306255,861.1159300217039,890.2182006835938,1029613.0
2022-03-23,891.044040636818,899.7407200705169,875.7398490991626,878.5091552734375,1478958.0
2022-03-24,874.5252927945428,890.0238362339101,870.6870865924361,880.06396484375,1445436.0
2022-03-25,880.3554347052141,884.2422136663849,858.2008064880479,862.0875854492188,1549820.0
2022-03-28,864.7111922331022,866.5573766959637,844.1598242983896,847.4149780273438,1924067.0
2022-03-29,850.2814327226731,853.1479439402441,833.7140500008308,835.2687377929688,1498901.0
2022-03-30,840.5158848804494,858.6865869700079,837.1635264260665,855.334228515625,2257862.0
2022-03-31,861.698902072014,864.8083371682848,852.7592984105639,863.2050170898438,1101499.0
2022-04-01,863.8366118635131,879.1408038059769,857.3262453344174,873.9422607421875,1377931.0
2022-04-04,882.1044844644989,891.6270811775609,877.2460107019631,883.36767578125,1032230.0
2022-04-05,887.1573730673542,911.1096741683684,885.1168376628352,902.0242919921876,1108730.0
2022-04-06,903.6760978784456,917.2798240830674,897.3600821405856,902.1699829101562,1523973.0
2022-04-07,906.4940466459716,906.4940466459716,875.1568912817681,877.1002807617188,1240662.0
2022-04-08,872.5818562500718,888.2747496595447,872.5818562500718,877.5374755859375,1295505.0
2022-04-11,877.3917826915313,891.6270751347602,873.9422782050173,884.6309204101562,793267.0
2022-04-12,881.4242587317817,890.1695112310576,866.946042956393,874.9625244140625,995964.0
2022-04-13,880.3554554450193,886.1856240241253,866.120103441352,868.6465454101562,1138781.0
2022-04-18,860.9215935343615,873.5536259451366,842.3136143754714,861.796142578125,1534952.0
2022-04-19,866.7517177950378,878.4120548057334,826.3778127570125,834.685791015625,994050.0
2022-04-20,838.3782421977786,848.4838916071848,833.8598970667551,838.6697387695312,978103.0
2022-04-21,848.2895550049248,856.0631133554854,841.4876914481843,846.491943359375,960928.0
2022-04-22,846.3461004714795,859.5611249303378,841.5847726241122,847.5121459960938,1338384.0
2022-04-25,841.487580541937,842.4592752076898,816.6607936934597,820.4017944335938,1009053.0
2022-04-26,830.7989872799183,847.1720196220098,826.7664304607486,845.7144775390625,1301427.0
2022-04-27,843.2365985383053,849.7955373723671,831.0904155122652,840.7587890625,878716.0
2022-04-28,847.9008279262267,847.9008279262267,830.9448017288046,838.6211547851562,858615.0
2022-04-29,841.4877423916671,857.5207074603305,835.8519241078282,838.4268798828125,1524361.0
2022-05-02,833.2281605802474,833.6654350333124,811.4621767441168,822.1508178710938,834125.0
2022-05-04,830.0216695917027,834.588646790757,798.4901630060726,802.328369140625,715713.0
2022-05-05,810.3934259884995,818.8957550980912,790.9595308808617,794.3118896484375,995021.0
2022-05-06,785.1292910349408,797.2269015021226,775.5094901074143,794.2632446289062,1177251.0
2022-05-09,789.0160878363498,789.0160878363498,769.8251177196406,778.0359497070312,962919.0
2022-05-10,777.1613573107858,796.3523263544877,771.5741131588219,784.0604248046875,1272079.0
2022-05-11,781.4855015711752,796.5467701746607,771.3312795866719,787.55859375,1041950.0
2022-05-12,782.1170924273839,784.6920478132506,759.0879160382411,769.2907104492188,932166.0
2022-05-13,780.853829802551,822.0051355423841,777.5986763113914,799.2674560546875,2148295.0
2022-05-16,794.4089998747945,796.7410909064358,775.6067309220134,787.947265625,1147390.0
2022-05-17,792.9029196942956,812.5311655972558,790.0364083069318,810.1019287109375,735774.0
2022-05-18,809.6161189930764,825.9405797669617,809.3731952931449,813.8915405273438,1065578.0
2022-05-19,784.2062239711913,801.5995834496193,768.6105353369247,773.274658203125,1455374.0
2022-05-20,787.0726895255098,788.8703009575843,769.7279632386103,776.189697265625,1343721.0
2022-05-23,777.3557853627601,779.9793729998673,758.8935854603945,761.6143188476562,1365475.0
2022-05-24,757.9219157295709,770.1166731531986,746.8932038839586,751.3629760742188,1035665.0
2022-05-25,751.3629188262663,759.9623931072766,721.1918105719567,724.9813842773438,1187130.0
