id,pattern,entry,exit,market_filter,pyramid,period,start,end,initial_cash,ending_equity,total_return_pct,cagr_pct,max_drawdown_pct,closed_trades,win_rate_pct,profit_factor,average_win_pct,average_loss_pct,mean_net_r,mean_holding_sessions,average_exposure_pct,fees_and_fixed_charges
three__close_volume_next_open__weekly_sma10__m0__a0,three,close_volume_next_open,weekly_sma10,False,False,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a0,three,close_volume_next_open,weekly_sma10,False,False,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a0,three,close_volume_next_open,weekly_sma10,False,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a0,three,close_volume_next_open,weekly_sma10,False,False,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a0,three,close_volume_next_open,weekly_sma10,False,False,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a1,three,close_volume_next_open,weekly_sma10,False,True,development,2016-01-01,2020-12-31,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a1,three,close_volume_next_open,weekly_sma10,False,True,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a1,three,close_volume_next_open,weekly_sma10,False,True,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a1,three,close_volume_next_open,weekly_sma10,False,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a1,three,close_volume_next_open,weekly_sma10,False,True,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m0__a1,three,close_volume_next_open,weekly_sma10,False,True,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a0,three,close_volume_next_open,weekly_sma10,True,False,development,2016-01-01,2020-12-31,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a0,three,close_volume_next_open,weekly_sma10,True,False,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a0,three,close_volume_next_open,weekly_sma10,True,False,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a0,three,close_volume_next_open,weekly_sma10,True,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a0,three,close_volume_next_open,weekly_sma10,True,False,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a0,three,close_volume_next_open,weekly_sma10,True,False,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a1,three,close_volume_next_open,weekly_sma10,True,True,development,2016-01-01,2020-12-31,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a1,three,close_volume_next_open,weekly_sma10,True,True,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a1,three,close_volume_next_open,weekly_sma10,True,True,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a1,three,close_volume_next_open,weekly_sma10,True,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a1,three,close_volume_next_open,weekly_sma10,True,True,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__weekly_sma10__m1__a1,three,close_volume_next_open,weekly_sma10,True,True,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a0,three,close_volume_next_open,target_3r,False,False,development,2016-01-01,2020-12-31,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a0,three,close_volume_next_open,target_3r,False,False,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a0,three,close_volume_next_open,target_3r,False,False,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a0,three,close_volume_next_open,target_3r,False,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a0,three,close_volume_next_open,target_3r,False,False,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a0,three,close_volume_next_open,target_3r,False,False,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a1,three,close_volume_next_open,target_3r,False,True,development,2016-01-01,2020-12-31,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a1,three,close_volume_next_open,target_3r,False,True,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a1,three,close_volume_next_open,target_3r,False,True,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a1,three,close_volume_next_open,target_3r,False,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a1,three,close_volume_next_open,target_3r,False,True,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m0__a1,three,close_volume_next_open,target_3r,False,True,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a0,three,close_volume_next_open,target_3r,True,False,development,2016-01-01,2020-12-31,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a0,three,close_volume_next_open,target_3r,True,False,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a0,three,close_volume_next_open,target_3r,True,False,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a0,three,close_volume_next_open,target_3r,True,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a0,three,close_volume_next_open,target_3r,True,False,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a0,three,close_volume_next_open,target_3r,True,False,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a1,three,close_volume_next_open,target_3r,True,True,development,2016-01-01,2020-12-31,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a1,three,close_volume_next_open,target_3r,True,True,validation,2021-01-01,2023-12-29,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a1,three,close_volume_next_open,target_3r,True,True,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a1,three,close_volume_next_open,target_3r,True,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a1,three,close_volume_next_open,target_3r,True,True,full,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three__close_volume_next_open__target_3r__m1__a1,three,close_volume_next_open,target_3r,True,True,full_stress,2016-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__atr_trail__m0__a0,three_or_two_70,intraday_pivot,atr_trail,False,False,development,2016-01-01,2020-12-31,100000,98608.02223499319,-1.3919777650068133,-0.2799969840440619,1.4613638298349496,5,20.0,0.07025643792842075,1.3740319163099066,-5.594149377780582,-0.5736719149494991,5.4,0.1262783321454769,200.7004455435345
three_or_two_70__intraday_pivot__atr_trail__m0__a0,three_or_two_70,intraday_pivot,atr_trail,False,False,validation,2021-01-01,2023-12-29,100000,100839.7794646904,0.8397794646903822,0.28010648420480067,0.689586266540454,2,50.0,2.8095382753246794,17.315543496127805,-5.505972741114939,0.8363571129693519,7.5,0.14763051667680915,89.19809275874965
three_or_two_70__intraday_pivot__atr_trail__m0__a0,three_or_two_70,intraday_pivot,atr_trail,False,False,later,2024-01-01,2026-09-23,100000,99687.6526507985,-0.31234734920150276,-0.11465652003650462,0.43642995880670554,1,0.0,0.0,,-4.370483119734069,-0.6435030107030975,5.0,0.042543756000257914,41.00110793403131
three_or_two_70__intraday_pivot__atr_trail__m0__a0,three_or_two_70,intraday_pivot,atr_trail,False,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__atr_trail__m0__a0,three_or_two_70,intraday_pivot,atr_trail,False,False,full,2016-01-01,2026-09-23,100000,99122.08198274253,-0.877918017257473,-0.08217025762685681,1.902802731238662,8,25.0,0.6138635677660765,9.3434325866335,-5.375508895328555,-0.23008097853155238,5.875,0.11138585487895793,330.6513745233991
three_or_two_70__intraday_pivot__atr_trail__m0__a0,three_or_two_70,intraday_pivot,atr_trail,False,False,full_stress,2016-01-01,2026-09-23,100000,99186.84441623156,-0.8131555837684434,-0.07608620566937896,1.9338362604917503,7,28.571428571428573,0.5870812828637583,8.549880026989847,-6.28749566846825,-0.25460248834100757,6.0,0.08816283291879043,542.9830680198673
three_or_two_70__intraday_pivot__atr_trail__m0__a1,three_or_two_70,intraday_pivot,atr_trail,False,True,development,2016-01-01,2020-12-31,100000,98608.02223499319,-1.3919777650068133,-0.2799969840440619,1.4613638298349496,5,20.0,0.07025643792842075,1.3740319163099066,-5.594149377780582,-0.5736719149494991,5.4,0.1262783321454769,200.7004455435345
three_or_two_70__intraday_pivot__atr_trail__m0__a1,three_or_two_70,intraday_pivot,atr_trail,False,True,validation,2021-01-01,2023-12-29,100000,100839.7794646904,0.8397794646903822,0.28010648420480067,0.689586266540454,2,50.0,2.8095382753246794,17.315543496127805,-5.505972741114939,0.8363571129693519,7.5,0.14763051667680915,89.19809275874965
three_or_two_70__intraday_pivot__atr_trail__m0__a1,three_or_two_70,intraday_pivot,atr_trail,False,True,later,2024-01-01,2026-09-23,100000,99687.6526507985,-0.31234734920150276,-0.11465652003650462,0.43642995880670554,1,0.0,0.0,,-4.370483119734069,-0.6435030107030975,5.0,0.042543756000257914,41.00110793403131
three_or_two_70__intraday_pivot__atr_trail__m0__a1,three_or_two_70,intraday_pivot,atr_trail,False,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__atr_trail__m0__a1,three_or_two_70,intraday_pivot,atr_trail,False,True,full,2016-01-01,2026-09-23,100000,99122.08198274253,-0.877918017257473,-0.08217025762685681,1.902802731238662,8,25.0,0.6138635677660765,9.3434325866335,-5.375508895328555,-0.23008097853155238,5.875,0.11138585487895793,330.6513745233991
three_or_two_70__intraday_pivot__atr_trail__m0__a1,three_or_two_70,intraday_pivot,atr_trail,False,True,full_stress,2016-01-01,2026-09-23,100000,99186.84441623156,-0.8131555837684434,-0.07608620566937896,1.9338362604917503,7,28.571428571428573,0.5870812828637583,8.549880026989847,-6.28749566846825,-0.25460248834100757,6.0,0.08816283291879043,542.9830680198673
three_or_two_70__intraday_pivot__atr_trail__m1__a0,three_or_two_70,intraday_pivot,atr_trail,True,False,development,2016-01-01,2020-12-31,100000,98565.53989858284,-1.4344601014171676,-0.2885919217083366,1.4619846192738262,5,20.0,0.06831790225215784,1.3740319163099066,-5.734065227642128,-0.5880588691070641,5.2,0.12059237370248695,200.7640736060563
three_or_two_70__intraday_pivot__atr_trail__m1__a0,three_or_two_70,intraday_pivot,atr_trail,True,False,validation,2021-01-01,2023-12-29,100000,100839.7794646904,0.8397794646903822,0.28010648420480067,0.689586266540454,2,50.0,2.8095382753246794,17.315543496127805,-5.505972741114939,0.8363571129693519,7.5,0.14763051667680915,89.19809275874965
three_or_two_70__intraday_pivot__atr_trail__m1__a0,three_or_two_70,intraday_pivot,atr_trail,True,False,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__atr_trail__m1__a0,three_or_two_70,intraday_pivot,atr_trail,True,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__atr_trail__m1__a0,three_or_two_70,intraday_pivot,atr_trail,True,False,full,2016-01-01,2026-09-23,100000,99391.94699553368,-0.6080530044663135,-0.05684175781884848,1.9036110445523668,7,28.571428571428573,0.6965395107855507,9.3434325866335,-5.68844673033669,-0.18129708404816375,5.857142857142857,0.09787987853984428,289.7138946518896
three_or_two_70__intraday_pivot__atr_trail__m1__a0,three_or_two_70,intraday_pivot,atr_trail,True,False,full_stress,2016-01-01,2026-09-23,100000,99149.59809276061,-0.8504019072393842,-0.07958483971606256,1.971082583962691,7,28.571428571428573,0.576183573920563,8.549880026989847,-6.398555297554289,-0.26383754756253897,5.857142857142857,0.085855457254737,543.0944727760117
three_or_two_70__intraday_pivot__atr_trail__m1__a1,three_or_two_70,intraday_pivot,atr_trail,True,True,development,2016-01-01,2020-12-31,100000,98565.53989858284,-1.4344601014171676,-0.2885919217083366,1.4619846192738262,5,20.0,0.06831790225215784,1.3740319163099066,-5.734065227642128,-0.5880588691070641,5.2,0.12059237370248695,200.7640736060563
three_or_two_70__intraday_pivot__atr_trail__m1__a1,three_or_two_70,intraday_pivot,atr_trail,True,True,validation,2021-01-01,2023-12-29,100000,100839.7794646904,0.8397794646903822,0.28010648420480067,0.689586266540454,2,50.0,2.8095382753246794,17.315543496127805,-5.505972741114939,0.8363571129693519,7.5,0.14763051667680915,89.19809275874965
three_or_two_70__intraday_pivot__atr_trail__m1__a1,three_or_two_70,intraday_pivot,atr_trail,True,True,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__atr_trail__m1__a1,three_or_two_70,intraday_pivot,atr_trail,True,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__atr_trail__m1__a1,three_or_two_70,intraday_pivot,atr_trail,True,True,full,2016-01-01,2026-09-23,100000,99391.94699553368,-0.6080530044663135,-0.05684175781884848,1.9036110445523668,7,28.571428571428573,0.6965395107855507,9.3434325866335,-5.68844673033669,-0.18129708404816375,5.857142857142857,0.09787987853984428,289.7138946518896
three_or_two_70__intraday_pivot__atr_trail__m1__a1,three_or_two_70,intraday_pivot,atr_trail,True,True,full_stress,2016-01-01,2026-09-23,100000,99149.59809276061,-0.8504019072393842,-0.07958483971606256,1.971082583962691,7,28.571428571428573,0.576183573920563,8.549880026989847,-6.398555297554289,-0.26383754756253897,5.857142857142857,0.085855457254737,543.0944727760117
three_or_two_70__intraday_pivot__weekly_sma10__m0__a0,three_or_two_70,intraday_pivot,weekly_sma10,False,False,development,2016-01-01,2020-12-31,100000,101041.21253567841,1.0412125356784152,0.20740900953986063,1.6711081425750285,5,20.0,1.7248440986722808,42.34827598948704,-5.0803035707153175,0.47837852105783274,26.8,0.7156022651715472,204.35571389709273
three_or_two_70__intraday_pivot__weekly_sma10__m0__a0,three_or_two_70,intraday_pivot,weekly_sma10,False,False,validation,2021-01-01,2023-12-29,100000,101450.67011109833,1.4506701110983178,0.4828936809611495,0.7192103616647794,2,50.0,4.010841698357137,25.66374079507746,-5.716330379171584,1.4533731174107496,10.5,0.221541294656567,90.11580529716919
three_or_two_70__intraday_pivot__weekly_sma10__m0__a0,three_or_two_70,intraday_pivot,weekly_sma10,False,False,later,2024-01-01,2026-09-23,100000,99514.61400489762,-0.485385995102372,-0.17827352993201595,0.6092532210951185,1,0.0,0.0,,-6.7917057838763455,-1.0,6.0,0.05276650522960985,40.74116004334397
three_or_two_70__intraday_pivot__weekly_sma10__m0__a0,three_or_two_70,intraday_pivot,weekly_sma10,False,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__weekly_sma10__m0__a0,three_or_two_70,intraday_pivot,weekly_sma10,False,False,full,2016-01-01,2026-09-23,100000,105818.61127518366,5.8186112751836605,0.5286297659640171,4.494165390261074,8,25.0,3.420724132468128,57.69876712114053,-5.471541740984866,1.4736526649371549,30.375,0.7741077996493575,341.16762434426744
three_or_two_70__intraday_pivot__weekly_sma10__m0__a0,three_or_two_70,intraday_pivot,weekly_sma10,False,False,full_stress,2016-01-01,2026-09-23,100000,104837.5439259393,4.837543925939292,0.4413758717189076,4.083019379660557,8,25.0,2.9869134698654594,56.69503261441937,-6.138605338335128,1.2415746731035258,30.25,0.6887142729905901,643.5303697088699
three_or_two_70__intraday_pivot__weekly_sma10__m0__a1,three_or_two_70,intraday_pivot,weekly_sma10,False,True,development,2016-01-01,2020-12-31,100000,101041.21253567841,1.0412125356784152,0.20740900953986063,1.6711081425750285,5,20.0,1.7248440986722808,42.34827598948704,-5.0803035707153175,0.47837852105783274,26.8,0.7156022651715472,204.35571389709273
three_or_two_70__intraday_pivot__weekly_sma10__m0__a1,three_or_two_70,intraday_pivot,weekly_sma10,False,True,validation,2021-01-01,2023-12-29,100000,101450.67011109833,1.4506701110983178,0.4828936809611495,0.7192103616647794,2,50.0,4.010841698357137,25.66374079507746,-5.716330379171584,1.4533731174107496,10.5,0.221541294656567,90.11580529716919
three_or_two_70__intraday_pivot__weekly_sma10__m0__a1,three_or_two_70,intraday_pivot,weekly_sma10,False,True,later,2024-01-01,2026-09-23,100000,99514.61400489762,-0.485385995102372,-0.17827352993201595,0.6092532210951185,1,0.0,0.0,,-6.7917057838763455,-1.0,6.0,0.05276650522960985,40.74116004334397
three_or_two_70__intraday_pivot__weekly_sma10__m0__a1,three_or_two_70,intraday_pivot,weekly_sma10,False,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__weekly_sma10__m0__a1,three_or_two_70,intraday_pivot,weekly_sma10,False,True,full,2016-01-01,2026-09-23,100000,105818.61127518366,5.8186112751836605,0.5286297659640171,4.494165390261074,8,25.0,3.420724132468128,57.69876712114053,-5.471541740984866,1.4736526649371549,30.375,0.7741077996493575,341.16762434426744
three_or_two_70__intraday_pivot__weekly_sma10__m0__a1,three_or_two_70,intraday_pivot,weekly_sma10,False,True,full_stress,2016-01-01,2026-09-23,100000,104837.5439259393,4.837543925939292,0.4413758717189076,4.083019379660557,8,25.0,2.9869134698654594,56.69503261441937,-6.138605338335128,1.2415746731035258,30.25,0.6887142729905901,643.5303697088699
three_or_two_70__intraday_pivot__weekly_sma10__m1__a0,three_or_two_70,intraday_pivot,weekly_sma10,True,False,development,2016-01-01,2020-12-31,100000,101031.44005477705,1.0314400547770441,0.20547030169710823,1.6391098653391722,5,20.0,1.7131890167330555,42.34827598948704,-5.1046181460939275,0.47837852105783274,26.6,0.7099364140506782,204.46848045061446
three_or_two_70__intraday_pivot__weekly_sma10__m1__a0,three_or_two_70,intraday_pivot,weekly_sma10,True,False,validation,2021-01-01,2023-12-29,100000,101450.67011109833,1.4506701110983178,0.4828936809611495,0.7192103616647794,2,50.0,4.010841698357137,25.66374079507746,-5.716330379171584,1.4533731174107496,10.5,0.221541294656567,90.11580529716919
three_or_two_70__intraday_pivot__weekly_sma10__m1__a0,three_or_two_70,intraday_pivot,weekly_sma10,True,False,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__weekly_sma10__m1__a0,three_or_two_70,intraday_pivot,weekly_sma10,True,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__weekly_sma10__m1__a0,three_or_two_70,intraday_pivot,weekly_sma10,True,False,full,2016-01-01,2026-09-23,100000,106294.22478938468,6.294224789384684,0.5706660482529546,4.494567647688308,7,28.571428571428573,4.264551254598777,57.69876712114053,-5.2269605927094585,1.8270316170710341,33.714285714285715,0.7588921886256286,300.53923085444524
three_or_two_70__intraday_pivot__weekly_sma10__m1__a0,three_or_two_70,intraday_pivot,weekly_sma10,True,False,full_stress,2016-01-01,2026-09-23,100000,105349.29424206981,5.349294242069802,0.4869817139357968,4.083347102751523,7,28.571428571428573,3.781812912400218,56.69503261441937,-5.931811458400455,1.561799626404029,33.714285714285715,0.6762333429738648,562.2068074623639
three_or_two_70__intraday_pivot__weekly_sma10__m1__a1,three_or_two_70,intraday_pivot,weekly_sma10,True,True,development,2016-01-01,2020-12-31,100000,101031.44005477705,1.0314400547770441,0.20547030169710823,1.6391098653391722,5,20.0,1.7131890167330555,42.34827598948704,-5.1046181460939275,0.47837852105783274,26.6,0.7099364140506782,204.46848045061446
three_or_two_70__intraday_pivot__weekly_sma10__m1__a1,three_or_two_70,intraday_pivot,weekly_sma10,True,True,validation,2021-01-01,2023-12-29,100000,101450.67011109833,1.4506701110983178,0.4828936809611495,0.7192103616647794,2,50.0,4.010841698357137,25.66374079507746,-5.716330379171584,1.4533731174107496,10.5,0.221541294656567,90.11580529716919
three_or_two_70__intraday_pivot__weekly_sma10__m1__a1,three_or_two_70,intraday_pivot,weekly_sma10,True,True,later,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__weekly_sma10__m1__a1,three_or_two_70,intraday_pivot,weekly_sma10,True,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__weekly_sma10__m1__a1,three_or_two_70,intraday_pivot,weekly_sma10,True,True,full,2016-01-01,2026-09-23,100000,106294.22478938468,6.294224789384684,0.5706660482529546,4.494567647688308,7,28.571428571428573,4.264551254598777,57.69876712114053,-5.2269605927094585,1.8270316170710341,33.714285714285715,0.7588921886256286,300.53923085444524
three_or_two_70__intraday_pivot__weekly_sma10__m1__a1,three_or_two_70,intraday_pivot,weekly_sma10,True,True,full_stress,2016-01-01,2026-09-23,100000,105349.29424206981,5.349294242069802,0.4869817139357968,4.083347102751523,7,28.571428571428573,3.781812912400218,56.69503261441937,-5.931811458400455,1.561799626404029,33.714285714285715,0.6762333429738648,562.2068074623639
three_or_two_70__intraday_pivot__target_3r__m0__a0,three_or_two_70,intraday_pivot,target_3r,False,False,development,2016-01-01,2020-12-31,100000,99298.22649983743,-0.7017735001625725,-0.14076961274949173,2.157714789004661,5,20.0,0.6351206014723542,20.878290136195435,-6.873197435777432,-0.27016695802305735,32.4,0.9091948432640138,201.73730723333563
three_or_two_70__intraday_pivot__target_3r__m0__a0,three_or_two_70,intraday_pivot,target_3r,False,False,validation,2021-01-01,2023-12-29,100000,100816.90506748746,0.8169050674874612,0.2724973905692263,0.48181547103253175,2,50.0,2.6954728866153532,17.247232048721965,-5.716330379171584,0.8127579374625193,5.5,0.09891560286214875,89.16372961823447
three_or_two_70__intraday_pivot__target_3r__m0__a0,three_or_two_70,intraday_pivot,target_3r,False,False,later,2024-01-01,2026-09-23,100000,99514.61400489762,-0.485385995102372,-0.17827352993201595,0.6092532210951185,1,0.0,0.0,,-6.7917057838763455,-1.0,6.0,0.05276650522960985,40.74116004334397
three_or_two_70__intraday_pivot__target_3r__m0__a0,three_or_two_70,intraday_pivot,target_3r,False,False,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
three_or_two_70__intraday_pivot__target_3r__m0__a0,three_or_two_70,intraday_pivot,target_3r,False,False,full,2016-01-01,2026-09-23,100000,99616.42516274251,-0.3835748372574943,-0.03582055940435369,2.157714789004661,8,25.0,0.8672982888375882,19.061405972873366,-6.666804317692943,-0.09085176192016553,22.375,0.4648777325845129,331.39400323646873
three_or_two_70__intraday_pivot__target_3r__m0__a0,three_or_two_70,intraday_pivot,target_3r,False,False,full_stress,2016-01-01,2026-09-23,100000,99842.6808215205,-0.15731917847950916,-0.014676328703100427,2.045847118613764,7,28.571428571428573,0.932187197444843,18.26091068010588,-7.321612291838619,-0.05612042986527704,24.714285714285715,0.3822843438957946,544.9564975242473
three_or_two_70__intraday_pivot__target_3r__m0__a1,three_or_two_70,intraday_pivot,target_3r,False,True,development,2016-01-01,2020-12-31,100000,99298.22649983743,-0.7017735001625725,-0.14076961274949173,2.157714789004661,5,20.0,0.6351206014723542,20.878290136195435,-6.873197435777432,-0.27016695802305735,32.4,0.9091948432640138,201.73730723333563
three_or_two_70__intraday_pivot__target_3r__m0__a1,three_or_two_70,intraday_pivot,target_3r,False,True,validation,2021-01-01,2023-12-29,100000,100816.90506748746,0.8169050674874612,0.2724973905692263,0.48181547103253175,2,50.0,2.6954728866153532,17.247232048721965,-5.716330379171584,0.8127579374625193,5.5,0.09891560286214875,89.16372961823447
three_or_two_70__intraday_pivot__target_3r__m0__a1,three_or_two_70,intraday_pivot,target_3r,False,True,later,2024-01-01,2026-09-23,100000,99514.61400489762,-0.485385995102372,-0.17827352993201595,0.6092532210951185,1,0.0,0.0,,-6.7917057838763455,-1.0,6.0,0.05276650522960985,40.74116004334397
three_or_two_70__intraday_pivot__target_3r__m0__a1,three_or_two_70,intraday_pivot,target_3r,False,True,later_stress,2024-01-01,2026-09-23,100000,100000.0,0.0,0.0,-0.0,0,,,,,,,0.0,0.0
